2.3515 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
50.8517 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
53.6677 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C234BD71D0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C234AA6828>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
53.6685 	EXP 	window1: mouseVisible = True
53.6686 	EXP 	window1: recordFrameIntervals = False
53.8276 	EXP 	window1: recordFrameIntervals = True
54.0108 	EXP 	window1: recordFrameIntervals = False
54.6163 	EXP 	Created instructionstext1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructionstext1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
54.6212 	EXP 	Created target1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='target1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
54.6414 	EXP 	Created Instructiontext2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Instructiontext2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
54.6458 	EXP 	Created target2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='target2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
54.6635 	EXP 	Created instructiontext3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructiontext3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
54.6685 	EXP 	Created target3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='target3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
54.6710 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='polygon', opacity=0.2, ori=array(0.), pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...))
54.7218 	EXP 	instructionstext1: autoDraw = True
166.6635 	DATA 	Keypress: space
169.3624 	DATA 	Mouse: Left button down, pos=(945,610)
169.5772 	DATA 	Mouse:  Left button up, pos=(945,610)
169.8619 	DATA 	Keypress: space
170.0261 	EXP 	Imported conditions_trail1.xlsx as conditions, 9 conditions, 4 params
170.0287 	EXP 	Created sequence: random, trialTypes=9, nReps=2, seed=None
170.0296 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'green'), ('color', 'green'), ('congruent', 1), ('corans', 'down')])
170.0399 	EXP 	instructionstext1: autoDraw = False
170.0399 	EXP 	target1: color = 'green (named)'
170.0399 	EXP 	target1: text = 'green'
171.0376 	EXP 	target1: autoDraw = True
172.0776 	DATA 	Keypress: down
172.1019 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'red'), ('color', 'red'), ('congruent', 1), ('corans', 'left')])
172.1149 	EXP 	target1: autoDraw = False
172.1149 	EXP 	target1: color = 'red (named)'
172.1149 	EXP 	target1: text = 'red'
173.1036 	EXP 	target1: autoDraw = True
173.7945 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'green'), ('color', 'green'), ('congruent', 1), ('corans', 'down')])
173.8071 	DATA 	Keypress: left
173.8101 	EXP 	target1: autoDraw = False
173.8101 	EXP 	target1: color = 'green (named)'
173.8101 	EXP 	target1: text = 'green'
174.8030 	EXP 	target1: autoDraw = True
175.3936 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'blue'), ('color', 'blue'), ('congruent', 1), ('corans', 'right')])
175.4062 	DATA 	Keypress: down
175.4093 	EXP 	target1: autoDraw = False
175.4093 	EXP 	target1: color = 'blue (named)'
175.4093 	EXP 	target1: text = 'blue'
176.4022 	EXP 	target1: autoDraw = True
177.0095 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'blue'), ('color', 'blue'), ('congruent', 1), ('corans', 'right')])
177.0136 	DATA 	Keypress: right
177.0186 	EXP 	target1: autoDraw = False
177.0186 	EXP 	target1: color = 'blue (named)'
177.0186 	EXP 	target1: text = 'blue'
178.0019 	EXP 	target1: autoDraw = True
178.6096 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', 'red'), ('color', 'red'), ('congruent', 1), ('corans', 'left')])
178.6207 	DATA 	Keypress: right
178.6237 	EXP 	target1: autoDraw = False
178.6237 	EXP 	target1: color = 'red (named)'
